Time,Stress
5040,0.769231
5041,0.25641
5042,0.794872
5043,0.230769
5044,0.666667
5045,0.230769
5046,0.794872
5047,0.230769
5048,0.666667
5049,0.230769
5050,0.666667
5051,0.230769
5052,0.794872
5053,0.230769
5054,0.666667
5055,0.230769
5056,0.794872
5057,0.230769
5058,0.666667
5059,0.230769
5060,0.666667
5061,0.230769
5062,0.794872
5063,0.25641
5064,0.769231
5065,0.230769
5066,0.666667
5067,0.230769
5068,0.666667
5069,0.230769
5070,0.794872
5071,0.230769
5072,0.769231
5073,0.25641
5074,0.769231
5075,0.25641
5076,0.794872
5077,0.230769
5078,0.666667
5079,0.230769
5080,0.666667
5081,0.230769
5082,0.666667
5083,0.230769
5084,0.666667
5085,0.230769
5086,0.666667
5087,0.230769
5088,0.666667
5089,0.230769
5090,0.794872
5091,0.25641
5092,0.769231
5093,0.25641
5094,0.769231
5095,0.230769
5096,0.666667
5097,0.230769
5098,0.666667
5099,0.230769
5100,0.769231
5101,0.25641
5102,0.794872
5103,0.25641
5104,0.769231
5105,0.230769
5106,0.794872
5107,0.25641
5108,0.769231
5109,0.230769
5110,0.794872
5111,0.230769
5112,0.666667
5113,0.230769
5114,0.666667
5115,0.230769
5116,0.666667
5117,0.230769
5118,0.794872
5119,0.25641
5120,0.769231
5121,0.230769
5122,0.794872
5123,0.25641
5124,0.769231
5125,0.230769
5126,0.666667
5127,0.230769
5128,0.666667
5129,0.230769
5130,0.769231
5131,0.25641
5132,0.794872
5133,0.25641
5134,0.769231
5135,0.230769
5136,0.666667
5137,0.230769
5138,0.666667
5139,0.230769
5140,0.794872
5141,0.230769
5142,0.666667
5143,0.230769
5144,0.666667
5145,0.230769
5146,0.794872
5147,0.25641
5148,0.769231
5149,0.25641
5150,0.769231
5151,0.230769
5152,0.666667
5153,0.230769
5154,0.666667
5155,0.230769
5156,0.769231
5157,0.25641
5158,0.794872
5159,0.25641
5160,0.769231
5161,0.230769
5162,0.666667
5163,0.230769
5164,0.769231
5165,0.25641
5166,0.794872
5167,0.230769
5168,0.666667
5169,0.230769
5170,0.666667
5171,0.230769
5172,0.794872
5173,0.230769
5174,0.666667
5175,0.230769
5176,0.794872
5177,0.230769
5178,0.666667
5179,0.230769
5180,0.666667
5181,0.230769
5182,0.666667
5183,0.230769
5184,0.666667
5185,0.230769
5186,0.666667
5187,0.230769
5188,0.794872
5189,0.25641
5190,0.769231
5191,0.230769
5192,0.666667
5193,0.230769
5194,0.666667
5195,0.230769
5196,0.794872
5197,0.230769
5198,0.666667
5199,0.230769
5200,0.666667
5201,0.230769
5202,0.794872
5203,0.230769
5204,0.666667
5205,0.230769
5206,0.666667
5207,0.230769
5208,0.794872
5209,0.230769
5210,0.794872
5211,0.230769
5212,0.666667
5213,0.230769
5214,0.666667
5215,0.230769
5216,0.794872
5217,0.230769
5218,0.666667
5219,0.230769
5220,0.666667
5221,0.230769
5222,0.794872
5223,0.25641
5224,0.769231
5225,0.230769
5226,0.666667
5227,0.230769
5228,0.666667
5229,0.230769
5230,0.666667
5231,0.230769
5232,0.794872
5233,0.25641
5234,0.769231
5235,0.230769
5236,0.794872
5237,0.230769
5238,0.666667
5239,0.230769
5240,0.666667
5241,0.230769
5242,0.794872
5243,0.230769
5244,0.794872
5245,0.230769
5246,0.666667
5247,0.230769
5248,0.666667
5249,0.230769
5250,0.794872
5251,0.230769
5252,0.666667
5253,0.230769
5254,0.666667
5255,0.230769
5256,0.794872
5257,0.230769
5258,0.666667
5259,0.230769
5260,0.666667
5261,0.230769
5262,0.666667
5263,0.230769
5264,0.666667
5265,0.230769
5266,0.794872
5267,0.230769
5268,0.666667
5269,0.230769
5270,0.794872
5271,0.25641
5272,0.769231
5273,0.230769
5274,0.794872
5275,0.230769
5276,0.666667
5277,0.230769
5278,0.666667
5279,0.230769
5280,0.769231
5281,0.25641
5282,0.794872
5283,0.230769
5284,0.769231
5285,0.25641
5286,0.794872
5287,0.25641
5288,0.769231
5289,0.230769
5290,0.666667
5291,0.230769
5292,0.666667
5293,0.230769
5294,0.666667
5295,-0.025641
5296,0.410256
5297,-0.025641
5298,1
5299,-0.0769231
5300,0.410256
5301,-0.153846
5302,0.666667
5303,0.230769
5304,0.769231
5305,0.25641
5306,0.794872
5307,0.25641
5308,0.769231
5309,0.230769
5310,0.666667
5311,0.230769
5312,0.666667
5313,0.230769
5314,0.666667
5315,0.230769
5316,0.666667
5317,0.230769
5318,0.769231
5319,0.25641
5320,0.794872
5321,0.230769
5322,0.666667
5323,0.230769
5324,0.794872
5325,0.25641
5326,0.769231
5327,0.230769
5328,0.794872
5329,0.230769
5330,0.794872
5331,0.230769
5332,0.769231
5333,0.25641
5334,0.794872
5335,0.230769
5336,0.666667
5337,0.230769
5338,0.666667
5339,0.230769
5340,0.666667
5341,0.230769
5342,0.666667
5343,0.230769
5344,0.794872
5345,0.230769
5346,0.666667
5347,0.230769
5348,0.666667
5349,0.230769
5350,0.666667
5351,0.230769
5352,0.666667
5353,0.230769
5354,0.794872
5355,0.230769
5356,0.666667
5357,0.230769
5358,0.666667
5359,0.230769
5360,0.666667
5361,0.230769
5362,0.769231
5363,0.25641
5364,0.794872
5365,0.230769
5366,0.794872
5367,0.230769
5368,0.666667
5369,0.230769
5370,0.794872
5371,0.25641
5372,0.769231
5373,0.230769
5374,0.666667
5375,0.230769
5376,0.666667
5377,0.230769
5378,0.794872
5379,0.25641
5380,0.769231
5381,0.230769
5382,0.794872
5383,0.230769
5384,0.666667
5385,0.230769
5386,0.666667
5387,0.230769
5388,0.666667
5389,0.230769
5390,0.666667
5391,0.230769
5392,0.794872
5393,0.25641
5394,0.769231
5395,0.230769
5396,0.666667
5397,0.230769
5398,0.666667
5399,0.230769
5400,0.666667
5401,0.230769
5402,0.794872
5403,0.230769
5404,0.666667
5405,0.230769
5406,0.666667
5407,0.230769
5408,0.794872
5409,0.230769
5410,0.666667
5411,0.230769
5412,0.666667
5413,0.230769
5414,0.794872
5415,0.25641
5416,0.769231
5417,0.230769
5418,0.794872
5419,0.230769
5420,0.666667
5421,0.230769
5422,0.666667
5423,0.230769
5424,0.666667
5425,0.230769
5426,0.794872
5427,0.230769
5428,0.666667
5429,0.230769
5430,0.666667
5431,0.230769
5432,0.666667
5433,0.230769
5434,0.666667
5435,0.230769
5436,0.769231
5437,0.25641
5438,0.794872
5439,0.230769
5440,0.666667
5441,0.230769
5442,0.666667
5443,0.230769
5444,0.666667
5445,0.230769
5446,0.666667
5447,0.230769
5448,0.794872
5449,0.25641
5450,0.769231
5451,0.230769
5452,0.666667
5453,0.230769
5454,0.666667
5455,0.230769
5456,0.666667
5457,0.230769
5458,0.666667
5459,0.230769
5460,0.794872
5461,0.230769
5462,0.666667
5463,0.230769
5464,0.666667
5465,0.230769
5466,0.666667
5467,0.230769
5468,0.666667
5469,0.230769
5470,0.794872
5471,0.230769
5472,0.666667
5473,0.230769
5474,0.666667
5475,0.230769
5476,0.794872
5477,0.230769
5478,0.794872
5479,0.230769
5480,0.666667
5481,0.230769
5482,0.794872
5483,0.230769
5484,0.666667
5485,0.230769
5486,0.794872
5487,0.230769
5488,0.666667
5489,0.230769
5490,0.794872
5491,0.230769
5492,0.666667
5493,0.230769
5494,0.666667
5495,0.230769
5496,0.666667
5497,0.230769
5498,0.666667
5499,0.230769
5500,0.794872
5501,0.230769
5502,0.666667
5503,0.230769
5504,0.666667
5505,0.230769
5506,0.666667
5507,0.230769
5508,0.666667
5509,0.230769
5510,0.794872
5511,0.25641
5512,0.769231
5513,0.230769
5514,0.666667
5515,0.230769
5516,0.666667
5517,0.230769
5518,0.666667
5519,0.230769
5520,0.794872
5521,0.230769
5522,0.666667
5523,0.230769
5524,0.666667
5525,0.230769
5526,0.666667
5527,0.230769
5528,0.666667
5529,0.230769
5530,0.794872
5531,0.230769
5532,0.666667
5533,0.230769
5534,0.666667
5535,0.230769
5536,0.666667
5537,0.230769
5538,0.794872
5539,0.230769
5540,0.666667
5541,0.230769
5542,0.666667
5543,0.230769
5544,0.794872
5545,0.230769
5546,0.666667
5547,0.230769
5548,0.794872
5549,0.230769
5550,0.794872
5551,0.230769
5552,0.666667
5553,0.230769
5554,0.794872
5555,0.230769
5556,0.666667
5557,0.230769
5558,0.794872
5559,0.25641
5560,0.769231
5561,0.230769
5562,0.794872
5563,0.230769
5564,0.666667
5565,0.230769
5566,0.769231
5567,0.25641
5568,0.794872
5569,0.230769
5570,0.666667
5571,0.230769
5572,0.666667
5573,0.230769
5574,0.794872
5575,0.25641
5576,0.769231
5577,0.230769
5578,0.666667
5579,0.230769
5580,0.666667
5581,0.230769
5582,0.794872
5583,0.230769
5584,0.666667
5585,0.230769
5586,0.769231
5587,0.25641
5588,0.769231
5589,0.25641
5590,0.794872
5591,0.25641
5592,0.769231
5593,0.25641
5594,0.769231
5595,0.230769
5596,0.666667
5597,0.230769
5598,0.794872
5599,0.25641
5600,0.769231
5601,0.230769
5602,0.666667
5603,0.230769
5604,0.666667
5605,0.230769
5606,0.794872
5607,0.25641
5608,0.769231
5609,0.230769
5610,0.666667
5611,0.230769
5612,0.794872
5613,0.25641
5614,0.769231
5615,0.230769
5616,0.666667
5617,0.230769
5618,0.794872
5619,0.230769
5620,0.666667
5621,0.230769
5622,0.666667
5623,0.230769
5624,0.666667
5625,0.230769
5626,0.666667
5627,0.230769
5628,0.794872
5629,0.230769
5630,0.666667
5631,0.230769
5632,0.666667
5633,0.230769
5634,0.666667
5635,0.230769
5636,0.666667
5637,0.230769
5638,0.794872
5639,0.230769
5640,0.666667
5641,0.230769
5642,0.769231
5643,0.25641
5644,0.794872
5645,0.230769
5646,0.666667
5647,0.230769
5648,0.794872
5649,0.25641
5650,0.769231
5651,0.230769
5652,0.666667
5653,0.230769
5654,0.666667
5655,0.230769
5656,0.794872
5657,0.230769
5658,0.666667
5659,0.230769
5660,0.666667
5661,0.230769
5662,0.794872
5663,0.230769
5664,0.666667
5665,0.230769
5666,0.794872
5667,0.230769
5668,0.794872
5669,0.230769
5670,0.666667
5671,0.230769
5672,0.794872
5673,0.230769
5674,0.666667
5675,0.230769
5676,0.666667
5677,0.230769
5678,0.666667
5679,0.230769
5680,0.794872
5681,0.230769
5682,0.794872
5683,0.230769
5684,0.666667
5685,0.230769
5686,0.666667
5687,0.230769
5688,0.794872
5689,0.230769
5690,0.666667
5691,0.230769
5692,0.794872
5693,0.230769
5694,0.666667
5695,0.230769
5696,0.666667
5697,0.230769
5698,0.769231
5699,0.25641
5700,0.794872
5701,0.230769
5702,0.666667
5703,0.230769
5704,0.794872
5705,0.230769
5706,0.666667
5707,0.205128
5708,0.666667
5709,0.205128
5710,0.666667
5711,0.205128
5712,0.666667
5713,0.205128
5714,0.666667
5715,0.205128
5716,0.666667
5717,0.205128
5718,0.820513
5719,0.282051
5720,0.820513
5721,0.282051
5722,0.820513
5723,0.282051
5724,0.820513
5725,0.282051
5726,0.820513
5727,0.282051
5728,0.820513
5729,0.282051
5730,0.820513
5731,0.282051
5732,0.820513
5733,0.282051
5734,0.820513
5735,0.282051
5736,0.820513
5737,0.282051
5738,0.820513
5739,0.282051
5740,0.820513
5741,0.282051
5742,0.820513
5743,0.282051
5744,0.820513
5745,0.282051
5746,0.820513
5747,0.282051
5748,0.820513
5749,0.282051
5750,0.820513
5751,0.282051
5752,0.820513
5753,0.282051
5754,0.820513
5755,0.282051
5756,0.820513
5757,0.282051
5758,0.820513
5759,0.282051
5760,0.820513
5761,0.282051
5762,0.820513
5763,0.282051
5764,0.820513
5765,0.282051
5766,0.820513
5767,0.282051
5768,0.820513
5769,0.282051
5770,0.820513
5771,0.282051
5772,0.820513
5773,0.282051
5774,0.820513
5775,0.282051
5776,0.820513
5777,0.282051
5778,0.820513
5779,0.282051
5780,0.820513
5781,0.205128
5782,0.666667
5783,0.205128
5784,0.666667
5785,0.205128
5786,0.666667
5787,0.205128
5788,0.666667
5789,0.153846
5790,0.666667
5791,0.205128
5792,0.666667
5793,0.205128
5794,0.666667
5795,0.205128
5796,0.666667
5797,0.205128
5798,0.666667
5799,0.205128
5800,0.666667
5801,0.205128
5802,0.820513
5803,0.282051
5804,0.820513
5805,0.282051
5806,0.820513
5807,0.282051
5808,0.820513
5809,0.282051
5810,0.820513
5811,0.282051
5812,0.820513
5813,0.282051
5814,0.820513
5815,0.282051
5816,0.820513
5817,0.282051
5818,0.820513
5819,0.282051
5820,0.820513
5821,0.282051
5822,0.820513
5823,0.282051
5824,0.820513
5825,0.282051
5826,0.820513
5827,0.282051
5828,0.820513
5829,0.282051
5830,0.820513
5831,0.282051
5832,0.820513
5833,0.282051
5834,0.820513
5835,0.282051
5836,0.820513
5837,0.282051
5838,0.820513
5839,0.282051
5840,0.820513
5841,0.282051
5842,0.820513
5843,0.282051
5844,0.820513
5845,0.282051
5846,0.820513
5847,0.282051
5848,0.820513
5849,0.282051
5850,0.820513
5851,0.282051
5852,0.820513
5853,0.282051
5854,0.820513
5855,0.282051
5856,0.820513
5857,0.282051
5858,0.820513
5859,0.205128
5860,0.666667
5861,0.205128
5862,0.666667
5863,0.205128
5864,0.666667
5865,0.153846
5866,0.666667
5867,0.205128
5868,0.666667
5869,0.205128
5870,0.666667
5871,0.205128
5872,0.666667
5873,0.205128
5874,0.666667
5875,0.205128
5876,0.666667
5877,0.205128
5878,0.666667
5879,0.205128
5880,0.666667
5881,0.205128
5882,0.820513
5883,0.282051
5884,0.820513
5885,0.282051
5886,0.820513
5887,0.282051
5888,0.820513
5889,0.282051
5890,0.820513
5891,0.282051
5892,0.820513
5893,0.282051
5894,0.820513
5895,0.282051
5896,0.820513
5897,0.282051
5898,0.820513
5899,0.282051
5900,0.820513
5901,0.282051
5902,0.820513
5903,0.282051
5904,0.820513
5905,0.282051
5906,0.820513
5907,0.282051
5908,0.820513
5909,0.282051
5910,0.820513
5911,0.282051
5912,0.820513
5913,0.282051
5914,0.820513
5915,0.282051
5916,0.820513
5917,0.282051
5918,0.820513
5919,0.282051
5920,0.820513
5921,0.282051
5922,0.820513
5923,0.282051
5924,0.820513
5925,0.282051
5926,0.820513
5927,0.282051
5928,0.820513
5929,0.282051
5930,0.820513
5931,0.282051
5932,0.820513
5933,0.282051
5934,0.820513
5935,0.282051
5936,0.820513
5937,0.282051
5938,0.820513
5939,0.282051
5940,0.820513
5941,0.282051
5942,0.820513
5943,0.282051
5944,0.820513
5945,0.282051
5946,0.820513
5947,0.282051
5948,0.820513
5949,0.282051
5950,0.820513
5951,0.230769
5952,0.666667
5953,0.230769
5954,0.666667
5955,0.230769
5956,0.666667
5957,0.230769
5958,0.794872
5959,0.230769
5960,0.666667
5961,0.230769
5962,0.666667
5963,0.230769
5964,0.769231
5965,0.25641
5966,0.769231
5967,0.25641
5968,0.794872
5969,0.25641
5970,0.769231
5971,0.230769
5972,0.666667
5973,0.230769
5974,0.666667
5975,0.230769
5976,0.666667
5977,0.230769
5978,0.666667
5979,0.230769
5980,0.794872
5981,0.25641
5982,0.769231
5983,0.230769
5984,0.666667
5985,0.230769
5986,0.666667
5987,0.230769
5988,0.666667
5989,0.230769
5990,0.666667
5991,0.230769
5992,0.769231
5993,0.25641
5994,0.794872
5995,0.230769
5996,0.666667
5997,0.230769
5998,0.666667
5999,0.230769
6000,0.794872
6001,0.25641
6002,0.769231
6003,0.230769
6004,0.666667
6005,0.230769
6006,0.666667
6007,0.230769
6008,0.769231
6009,0.25641
6010,0.794872
6011,0.230769
6012,0.666667
6013,0.230769
6014,0.666667
6015,0.230769
6016,0.666667
6017,0.230769
6018,0.666667
6019,0.230769
6020,0.794872
6021,0.230769
6022,0.666667
6023,0.230769
6024,0.666667
6025,0.230769
6026,0.666667
6027,0.230769
6028,0.794872
6029,0.230769
6030,0.794872
6031,0.230769
6032,0.666667
6033,0.230769
6034,0.794872
6035,0.230769
6036,0.666667
6037,0.230769
6038,0.666667
6039,0.230769
6040,0.666667
6041,0.230769
6042,0.769231
6043,0.25641
6044,0.769231
6045,0.25641
6046,0.794872
6047,0.230769
6048,0.666667
6049,0.230769
6050,0.794872
6051,0.230769
6052,0.769231
6053,0.25641
6054,0.794872
6055,0.230769
6056,0.666667
6057,0.230769
6058,0.794872
6059,0.230769
6060,0.666667
6061,0.230769
6062,0.794872
6063,0.230769
6064,0.666667
6065,0.230769
6066,0.769231
6067,0.25641
6068,0.794872
6069,0.230769
6070,0.666667
6071,0.230769
6072,0.666667
6073,0.230769
6074,0.794872
6075,0.230769
6076,0.666667
6077,0.230769
6078,0.794872
6079,0.230769
6080,0.666667
6081,0.230769
6082,0.666667
6083,0.230769
6084,0.794872
6085,0.230769
6086,0.666667
6087,0.230769
6088,0.794872
6089,0.230769
6090,0.794872
6091,0.25641
6092,0.769231
6093,0.230769
6094,0.666667
6095,0.230769
6096,0.666667
6097,0.230769
6098,0.794872
6099,0.230769
6100,0.794872
6101,0.230769
6102,0.666667
6103,0.230769
6104,0.794872
6105,0.230769
6106,0.666667
6107,0.230769
6108,0.794872
6109,0.230769
6110,0.666667
6111,0.230769
6112,0.666667
6113,0.230769
6114,0.666667
6115,0.230769
6116,0.666667
6117,0.230769
6118,0.666667
6119,0.230769
6120,0.794872
6121,0.25641
6122,0.769231
6123,0.230769
6124,0.794872
6125,0.230769
6126,0.666667
6127,0.230769
6128,0.794872
6129,0.230769
6130,0.666667
6131,0.230769
6132,0.794872
6133,0.230769
6134,0.666667
6135,0.230769
6136,0.666667
6137,0.230769
6138,0.794872
6139,0.230769
6140,0.666667
6141,0.230769
6142,0.666667
6143,0.230769
6144,0.794872
6145,0.230769
6146,0.666667
6147,0.230769
6148,0.666667
6149,0.230769
6150,0.794872
6151,0.230769
6152,0.666667
6153,0.230769
6154,0.769231
6155,0.25641
6156,0.794872
6157,0.230769
6158,0.666667
6159,0.230769
6160,0.666667
6161,0.230769
6162,0.794872
6163,0.230769
6164,0.666667
6165,0.230769
6166,0.666667
6167,0.230769
6168,0.666667
6169,0.230769
6170,0.794872
6171,0.230769
6172,0.666667
6173,0.230769
6174,0.794872
6175,0.230769
6176,0.666667
6177,0.230769
6178,0.666667
6179,0.230769
6180,0.666667
6181,0.230769
6182,0.794872
6183,0.25641
6184,0.769231
6185,0.230769
6186,0.666667
6187,0.230769
6188,0.666667
6189,0.230769
6190,0.794872
6191,0.230769
6192,0.666667
6193,0.230769
6194,0.666667
6195,0.230769
6196,0.666667
6197,0.230769
6198,0.769231
6199,0.25641
6200,0.794872
6201,0.230769
6202,0.666667
6203,0.230769
6204,0.666667
6205,0.230769
6206,0.666667
6207,0.230769
6208,0.666667
6209,0.230769
6210,0.794872
6211,0.230769
6212,0.666667
6213,0.230769
6214,0.666667
6215,0.230769
6216,0.794872
6217,0.230769
6218,0.666667
6219,0.230769
6220,0.666667
6221,0.230769
6222,0.794872
6223,0.25641
6224,0.769231
6225,0.230769
6226,0.769231
6227,0.25641
6228,0.794872
6229,0.230769
6230,0.666667
6231,0.230769
6232,0.794872
6233,0.25641
6234,0.769231
6235,0.230769
6236,0.794872
6237,0.25641
6238,0.769231
6239,0.230769
6240,0.666667
6241,0.230769
6242,0.794872
6243,0.230769
6244,0.666667
6245,0.230769
6246,0.666667
6247,0.230769
6248,0.666667
6249,0.230769
6250,0.769231
6251,0.25641
6252,0.794872
6253,0.230769
6254,0.666667
6255,0.230769
6256,0.794872
6257,0.230769
6258,0.666667
6259,0.230769
6260,0.794872
6261,0.230769
6262,0.794872
6263,0.230769
6264,0.666667
6265,0.230769
6266,0.666667
6267,0.230769
6268,0.769231
6269,0.25641
6270,0.794872
6271,0.230769
6272,0.666667
6273,0.230769
6274,0.794872
6275,0.230769
6276,0.666667
6277,0.230769
6278,0.666667
6279,0.230769
6280,0.794872
6281,0.230769
6282,0.666667
6283,0.230769
6284,0.666667
6285,0.230769
6286,0.666667
6287,0.230769
6288,0.666667
6289,0.230769
6290,0.666667
6291,0.230769
6292,0.794872
6293,0.230769
6294,0.666667
6295,0.230769
6296,0.794872
6297,0.25641
6298,0.769231
6299,0.230769
6300,0.666667
6301,0.230769
6302,0.794872
6303,0.230769
6304,0.794872
6305,0.230769
6306,0.794872
6307,0.230769
6308,0.666667
6309,0.230769
6310,0.666667
6311,0.230769
6312,0.794872
6313,0.25641
6314,0.769231
6315,0.230769
6316,0.794872
6317,0.230769
6318,0.666667
6319,0.230769
6320,0.794872
6321,0.230769
6322,0.666667
6323,0.230769
6324,0.666667
6325,0.230769
6326,0.769231
6327,0.25641
6328,0.794872
6329,0.230769
6330,0.794872
6331,0.230769
6332,0.666667
6333,0.230769
6334,0.794872
6335,0.230769
6336,0.666667
6337,0.230769
6338,0.666667
6339,0.230769
6340,0.794872
6341,0.25641
6342,0.769231
6343,0.230769
6344,0.666667
6345,0.230769
6346,0.769231
6347,0.25641
6348,0.794872
6349,0.230769
6350,0.666667
6351,0.230769
6352,0.666667
6353,0.230769
6354,0.666667
6355,0.230769
6356,0.794872
6357,0.230769
6358,0.666667
6359,0.230769
6360,0.794872
6361,0.25641
6362,0.769231
6363,0.25641
6364,0.769231
6365,0.230769
6366,0.666667
6367,0.230769
6368,0.666667
6369,0.230769
6370,0.794872
6371,0.230769
6372,0.666667
6373,0.230769
6374,0.666667
6375,0.230769
6376,0.666667
6377,0.230769
6378,0.794872
6379,0.230769
6380,0.666667
6381,0.230769
6382,0.666667
6383,0.230769
6384,0.794872
6385,0.230769
6386,0.769231
6387,0.25641
6388,0.769231
6389,0.25641
6390,0.794872
6391,0.25641
6392,0.769231
6393,0.230769
6394,0.666667
6395,0.230769
6396,0.666667
6397,0.230769
6398,0.666667
6399,0.230769
6400,0.666667
6401,0.230769
6402,0.666667
6403,0.230769
6404,0.794872
6405,0.230769
6406,0.769231
6407,0.25641
6408,0.794872
6409,0.230769
6410,0.666667
6411,0.230769
6412,0.666667
6413,0.230769
6414,0.666667
6415,0.230769
6416,0.666667
6417,0.230769
6418,0.794872
6419,0.230769
6420,0.666667
6421,0.230769
6422,0.794872
6423,0.25641
6424,0.769231
6425,0.230769
6426,0.794872
6427,0.230769
6428,0.794872
6429,0.230769
6430,0.666667
6431,0.230769
6432,0.769231
6433,0.25641
6434,0.794872
6435,0.230769
6436,0.666667
6437,0.230769
6438,0.666667
6439,0.230769
6440,0.666667
6441,0.230769
6442,0.794872
6443,0.230769
6444,0.794872
6445,0.230769
6446,0.769231
6447,0.25641
6448,0.794872
6449,0.25641
6450,0.769231
6451,0.230769
6452,0.666667
6453,0.230769
6454,0.794872
6455,0.25641
6456,0.769231
6457,0.230769
6458,0.666667
6459,0.230769
6460,0.666667
6461,0.230769
6462,0.794872
6463,0.230769
6464,0.666667
6465,0.230769
6466,0.769231
6467,0.25641
6468,0.794872
6469,0.230769
6470,0.666667
6471,0.230769
6472,0.666667
6473,0.230769
6474,0.666667
6475,0.230769
6476,0.794872
6477,0.230769
6478,0.666667
6479,0.230769
6480,0.666667
6481,0.230769
6482,0.769231
6483,0.25641
6484,0.794872
6485,0.230769
6486,0.666667
6487,0.230769
6488,0.794872
6489,0.230769
6490,0.666667
6491,0.230769
6492,0.666667
6493,0.230769
6494,0.794872
6495,0.230769
6496,0.666667
6497,0.230769
6498,0.666667
6499,0.230769
6500,0.666667
6501,0.230769
6502,0.666667
6503,0.230769
6504,0.666667
6505,0.230769
6506,0.769231
6507,0.25641
6508,0.794872
6509,0.230769
6510,0.666667
6511,0.230769
6512,0.666667
6513,0.230769
6514,0.794872
6515,0.230769
6516,0.666667
6517,0.230769
6518,0.794872
6519,0.25641
6520,0.769231
6521,0.25641
6522,0.769231
6523,0.230769
6524,0.666667
6525,0.230769
6526,0.769231
6527,0.25641
6528,0.794872
6529,0.205128
6530,0.820513
6531,0.282051
6532,0.820513
6533,0.205128
6534,0.666667
6535,0.205128
6536,0.666667
6537,0.205128
6538,0.666667
6539,0.205128
6540,0.666667
6541,0.205128
6542,0.666667
6543,0.205128
6544,0.666667
6545,0.205128
6546,0.666667
6547,0.205128
6548,0.666667
6549,0.153846
6550,0.666667
6551,0.205128
6552,0.666667
6553,0.205128
6554,0.666667
6555,0.205128
6556,0.666667
6557,0.205128
6558,0.666667
6559,0.205128
6560,0.666667
6561,0.205128
6562,0.820513
6563,0.282051
6564,0.820513
6565,0.282051
6566,0.820513
6567,0.282051
6568,0.820513
6569,0.282051
6570,0.820513
6571,0.282051
6572,0.820513
6573,0.282051
6574,0.820513
6575,0.282051
6576,0.820513
6577,0.282051
6578,0.820513
6579,0.282051
6580,0.820513
6581,0.282051
6582,0.820513
6583,0.282051
6584,0.820513
6585,0.282051
6586,0.820513
6587,0.282051
6588,0.820513
6589,0.282051
6590,0.820513
6591,0.282051
6592,0.820513
6593,0.282051
6594,0.820513
6595,0.282051
6596,0.820513
6597,0.282051
6598,0.820513
6599,0.282051
6600,0.820513
6601,0.282051
6602,0.820513
6603,0.282051
6604,0.820513
6605,0.282051
6606,0.820513
6607,0.282051
6608,0.820513
6609,0.205128
6610,0.666667
6611,0.205128
6612,0.666667
6613,0.205128
6614,0.666667
6615,0.205128
6616,0.666667
6617,0.205128
6618,0.666667
6619,0.205128
6620,0.666667
6621,0.153846
6622,0.666667
6623,0.205128
6624,0.666667
6625,0.205128
6626,0.666667
6627,0.205128
6628,0.666667
6629,0.205128
6630,0.666667
6631,0.205128
6632,0.666667
6633,0.205128
6634,0.666667
6635,0.205128
6636,0.666667
6637,0.205128
6638,0.666667
6639,0.205128
6640,0.820513
6641,0.282051
6642,0.820513
6643,0.282051
6644,0.820513
6645,0.282051
6646,0.820513
6647,0.282051
6648,0.820513
6649,0.282051
6650,0.820513
6651,0.282051
6652,0.820513
6653,0.282051
6654,0.820513
6655,0.282051
6656,0.820513
6657,0.282051
6658,0.820513
6659,0.282051
6660,0.820513
6661,0.282051
6662,0.820513
6663,0.282051
6664,0.820513
6665,0.282051
6666,0.820513
6667,0.282051
6668,0.820513
6669,0.282051
6670,0.820513
6671,0.282051
6672,0.820513
6673,0.282051
6674,0.820513
6675,0.282051
6676,0.820513
6677,0.282051
6678,0.820513
6679,0.282051
6680,0.820513
6681,0.282051
6682,0.820513
6683,0.282051
6684,0.820513
6685,0.282051
6686,0.820513
6687,0.282051
6688,0.820513
6689,0.205128
6690,0.666667
6691,0.205128
6692,0.666667
6693,0.205128
6694,0.666667
6695,0.205128
6696,0.666667
6697,0.205128
6698,0.666667
6699,0.205128
6700,0.666667
6701,0.205128
6702,0.666667
6703,0.153846
6704,0.666667
6705,0.205128
6706,0.666667
6707,0.205128
6708,0.666667
6709,0.205128
6710,0.820513
6711,0.282051
6712,0.820513
6713,0.282051
6714,0.820513
6715,0.282051
6716,0.820513
6717,0.282051
6718,0.820513
6719,0.282051
6720,0.820513
6721,0.282051
6722,0.820513
6723,0.282051
6724,0.820513
6725,0.282051
6726,0.820513
6727,0.282051
6728,0.820513
6729,0.282051
6730,0.820513
6731,0.282051
6732,0.820513
6733,0.282051
6734,0.820513
6735,0.282051
6736,0.820513
6737,0.282051
6738,0.820513
6739,0.282051
6740,0.820513
6741,0.282051
6742,0.820513
6743,0.282051
6744,0.820513
6745,0.282051
6746,0.820513
6747,0.282051
6748,0.820513
6749,0.282051
6750,0.820513
6751,0.282051
6752,0.820513
6753,0.282051
6754,0.820513
6755,0.282051
6756,0.820513
6757,0.282051
6758,0.820513
6759,0.282051
6760,0.820513
6761,0.282051
6762,0.820513
6763,0.205128
6764,0.666667
6765,0.205128
6766,0.666667
6767,0.205128
6768,0.666667
6769,0.205128
6770,0.666667
6771,0.205128
6772,0.769231
6773,0.230769
6774,0.717949
6775,0.230769
6776,0.769231
6777,0.230769
6778,0.717949
6779,0.230769
6780,0.717949
6781,0.230769
6782,0.717949
6783,0.230769
6784,0.717949
6785,0.230769
6786,0.769231
6787,0.230769
